Type,Air Temperature,Process Temperature,Rotational Speed,Torque,Tool Wear,Target,Failure Type,Temperature Difference,Power
L,298.7,309.7,1462,46.8,4,1,No Failure,11.0,7165.093188707999
L,298.6,309.7,1356,54.0,6,1,No Failure,11.099999999999966,7667.99934012
M,298.7,309.7,1622,34.6,8,1,No Failure,11.0,5876.998314306
L,298.7,309.8,1394,40.3,11,1,No Failure,11.100000000000023,5882.967340341
L,298.8,309.9,1568,33.7,13,1,No Failure,11.099999999999966,5533.5594058080005
M,298.9,310.0,1456,43.8,15,1,No Failure,11.100000000000023,6678.271991663999
L,298.9,310.0,1378,49.3,18,1,No Failure,11.100000000000023,7114.178443827
M,298.9,309.9,1404,41.4,20,1,No Failure,11.0,6086.8985912279995
L,298.8,309.8,1437,42.8,23,1,No Failure,11.0,6440.641923618
L,298.8,309.8,1363,44.0,25,1,No Failure,11.0,6280.25314686
M,298.8,309.8,1377,49.6,27,1,No Failure,11.0,7152.275490696
H,298.8,309.9,1526,42.1,30,1,No Failure,11.099999999999966,6727.678772073
H,298.8,309.8,1510,44.2,35,1,No Failure,11.0,6989.20588821
H,298.8,309.9,1439,45.2,40,0,No Failure,11.099999999999966,6811.266080514
L,298.8,309.9,1482,39.1,45,1,No Failure,11.099999999999966,6068.111867181
M,298.8,309.8,1534,37.0,47,1,No Failure,11.0,5943.6838542899995
M,298.8,309.9,1741,27.7,50,1,No Failure,11.099999999999966,5050.183488703499
L,298.8,309.9,1550,38.8,53,1,No Failure,11.099999999999966,6297.846065699999
M,298.8,310.0,1486,38.5,55,1,No Failure,11.199999999999989,5991.121903305
L,298.9,310.1,1602,38.2,58,1,No Failure,11.200000000000045,6408.472014882
L,299.0,310.2,1477,37.9,60,1,No Failure,11.199999999999989,5862.0338613164995
L,299.0,310.1,1618,29.2,62,1,No Failure,11.100000000000023,4947.547656828
M,299.0,310.2,1628,35.8,64,1,No Failure,11.199999999999989,6103.318648811999
M,299.0,310.3,1662,33.6,67,1,No Failure,11.300000000000011,5847.886222416
M,299.0,310.3,1657,31.0,70,1,No Failure,11.300000000000011,5379.1396550849995
H,299.0,310.4,1677,30.8,73,1,No Failure,11.399999999999977,5408.942897358
M,299.0,310.3,1447,39.9,78,1,No Failure,11.300000000000011,6046.0264708515
L,298.9,310.4,1831,25.4,81,1,No Failure,11.5,4870.243533686999
L,299.0,310.3,1584,34.4,83,1,No Failure,11.300000000000011,5706.137562047999
L,299.1,310.4,1450,40.9,85,1,No Failure,11.299999999999955,6210.405070275
L,299.1,310.4,1428,46.9,87,1,No Failure,11.299999999999955,7013.417095565999
L,299.0,310.4,1382,53.0,89,1,No Failure,11.399999999999977,7670.30317473
L,299.0,310.3,1501,43.0,91,1,No Failure,11.300000000000011,6758.927146965
L,299.0,310.3,1475,42.4,93,1,No Failure,11.300000000000011,6549.1734777
L,298.9,310.3,1364,54.0,95,1,No Failure,11.400000000000034,7713.23827428
L,299.0,310.3,1472,36.1,97,1,No Failure,11.300000000000011,5564.724004896
L,299.0,310.3,1437,47.8,99,1,No Failure,11.300000000000011,7193.053363292999
L,298.9,310.2,1491,45.1,101,1,No Failure,11.300000000000011,7041.7856771955
L,298.9,310.2,1706,27.6,103,1,No Failure,11.300000000000011,4930.792496028001
L,298.8,310.1,1607,39.5,105,1,No Failure,11.300000000000011,6647.2435282575
L,298.8,310.0,1412,46.3,107,1,No Failure,11.199999999999989,6846.116814978
L,298.7,309.8,1546,40.9,109,1,No Failure,11.100000000000023,6621.5767163069995
L,298.7,309.8,1365,50.5,111,1,No Failure,11.100000000000023,7218.5945115375
L,298.6,309.8,1544,30.2,113,1,No Failure,11.199999999999989,4882.956511943999
M,298.6,309.8,1419,44.9,115,1,No Failure,11.199999999999989,6672.0202222905
L,298.6,309.8,1497,41.6,118,1,No Failure,11.199999999999989,6521.443686576
L,298.5,309.7,1437,42.6,120,1,No Failure,11.199999999999989,6410.545466031001
L,298.5,309.6,1421,53.6,122,1,No Failure,11.100000000000023,7976.042971428001
M,298.5,309.6,1438,44.5,124,1,No Failure,11.100000000000023,6701.121842205
M,298.5,309.5,1315,48.9,127,1,No Failure,11.0,6733.8467656425
M,298.5,309.5,1366,61.9,130,1,No Failure,11.0,8854.620771926999
M,298.4,309.5,1519,35.4,133,1,No Failure,11.100000000000023,5631.053497713
L,298.4,309.5,1692,28.3,136,1,No Failure,11.100000000000023,5014.358860517999
L,298.3,309.4,1570,35.6,138,1,No Failure,11.099999999999966,5852.99654646
L,298.3,309.4,1568,35.8,140,1,No Failure,11.099999999999966,5878.380615071999
L,298.2,309.3,1355,43.8,142,1,No Failure,11.100000000000023,6215.012739495
M,298.2,309.3,2056,18.7,144,1,No Failure,11.100000000000023,4026.1813644359995
M,298.2,309.2,1332,60.2,147,1,No Failure,11.0,8397.100162332
M,298.1,309.1,1448,52.5,150,1,No Failure,11.0,7960.795775099999
L,298.0,308.9,1578,35.6,153,1,No Failure,10.899999999999977,5882.820732684
M,298.0,309.0,1562,39.2,155,1,No Failure,11.0,6412.032486552
M,298.1,309.0,1976,19.3,158,1,No Failure,10.899999999999977,3993.6763524840003
M,298.2,309.2,1524,34.6,161,1,No Failure,11.0,5521.914569052
L,298.2,309.1,1429,48.5,164,1,No Failure,10.900000000000034,7257.759699907499
L,298.2,309.1,1568,36.3,166,1,No Failure,10.900000000000034,5960.480902991999
M,298.2,309.0,1723,26.6,168,1,No Failure,10.800000000000011,4799.494867209
L,298.2,309.0,1341,43.8,171,1,No Failure,10.800000000000011,6150.798585729
M,298.1,308.9,1353,46.2,173,1,No Failure,10.799999999999955,6545.885277393
M,298.0,308.7,1479,58.5,176,0,Power Failure,10.699999999999989,9060.5102822325
L,298.0,308.8,1496,44.9,179,1,No Failure,10.800000000000011,7034.067831251999
M,298.0,308.7,1377,48.5,181,1,No Failure,10.699999999999989,6993.6564777975
H,297.9,308.5,1383,44.6,184,1,No Failure,10.600000000000023,6459.302983959
L,298.0,308.7,1268,69.4,189,0,Power Failure,10.699999999999989,9215.254664196002
L,298.0,308.7,1629,34.3,191,1,No Failure,10.699999999999989,5851.184894698499
L,298.0,308.8,1790,27.2,193,1,No Failure,10.800000000000011,5098.59543144
M,298.1,308.8,2206,16.3,195,1,No Failure,10.699999999999989,3765.492006339
M,298.0,308.7,2101,17.4,198,1,No Failure,10.699999999999989,3828.2819714369994
M,298.0,308.7,1436,48.2,201,1,No Failure,10.699999999999989,7248.198786276
L,298.0,308.7,1462,48.2,204,1,No Failure,10.699999999999989,7379.433583242001
L,298.0,308.7,1771,26.2,206,1,No Failure,10.699999999999989,4859.017575950999
L,298.0,308.7,1506,47.0,208,1,No Failure,10.699999999999989,7412.27369841
L,298.0,308.7,1626,36.7,210,1,No Failure,10.699999999999989,6249.067603821
L,298.0,308.8,1610,33.7,212,1,No Failure,10.800000000000011,5681.779747035001
M,298.0,308.6,1376,55.7,214,1,No Failure,10.600000000000023,8026.057126416
M,298.0,308.6,1507,37.3,217,1,No Failure,10.600000000000023,5886.4126202805
L,298.0,308.5,1429,37.7,220,0,Tool Wear Failure,10.5,5641.5987770415
M,298.1,308.7,1547,38.9,0,1,No Failure,10.599999999999966,6301.856832316499
L,298.1,308.7,1642,30.3,3,1,No Failure,10.599999999999966,5210.080082613
H,298.0,308.7,1503,36.3,5,1,No Failure,10.699999999999989,5713.394641069499
L,298.1,308.7,1568,32.9,10,1,No Failure,10.599999999999966,5402.198945136
M,298.1,308.8,1628,37.6,12,1,No Failure,10.699999999999989,6410.189418864
M,298.2,308.9,1614,35.5,15,1,No Failure,10.699999999999989,6000.127802235
L,298.2,308.9,1278,54.0,18,1,No Failure,10.699999999999989,7226.91973206
M,298.2,308.9,1408,38.8,20,1,No Failure,10.699999999999989,5720.8821035519995
H,298.2,309.0,1371,55.7,23,1,No Failure,10.800000000000011,7996.892674648499
M,298.2,308.9,1512,38.5,28,1,No Failure,10.699999999999989,6095.94637806
L,298.3,309.1,1472,40.1,31,1,No Failure,10.800000000000011,6181.313922336
M,298.2,308.9,1585,34.3,33,1,No Failure,10.699999999999989,5693.141840452499
H,298.2,309.0,1562,37.7,36,1,No Failure,10.800000000000011,6166.674100587
L,298.3,309.0,1519,36.9,41,1,No Failure,10.699999999999989,5869.6574594805
L,298.2,309.0,1601,35.8,43,1,No Failure,10.800000000000011,6002.096533628999
L,298.2,309.0,2449,13.8,45,1,No Failure,10.800000000000011,3539.1297839310005
L,298.1,309.0,1787,27.6,47,1,No Failure,10.899999999999977,5164.903980306
H,298.1,309.1,1425,44.5,49,1,No Failure,11.0,6640.541463937499
L,298.1,309.0,1559,34.0,54,1,No Failure,10.899999999999977,5550.775333529999
L,298.1,309.0,1557,36.0,56,1,No Failure,10.899999999999977,5869.751707259999
L,298.1,309.0,1497,40.5,58,1,No Failure,10.899999999999977,6349.0016660175
H,298.1,309.0,1438,41.4,60,1,No Failure,10.899999999999977,6234.302118365999
M,298.1,308.9,1417,39.2,65,1,No Failure,10.799999999999955,5816.805399132
M,298.0,308.9,1339,51.4,68,1,No Failure,10.899999999999977,7207.295249972999
L,298.0,308.8,1757,29.1,71,1,No Failure,10.800000000000011,5354.184937468501
L,298.0,308.8,1581,36.1,73,1,No Failure,10.800000000000011,5976.785768845501
M,298.2,308.9,1326,54.4,75,1,No Failure,10.699999999999989,7553.896695072
M,298.4,309.1,1467,39.6,78,1,No Failure,10.700000000000045,6083.505671166
L,298.4,309.1,1798,29.6,81,1,No Failure,10.700000000000045,5573.269136904
M,298.5,309.2,1449,46.4,83,1,No Failure,10.699999999999989,7040.686119767999
M,298.4,309.1,1525,39.3,86,1,No Failure,10.700000000000045,6276.116716537499
L,298.4,309.0,2304,15.1,89,1,No Failure,10.600000000000023,3643.242164352
L,298.3,308.9,1379,54.7,91,1,No Failure,10.599999999999966,7899.1472553315
L,298.4,308.9,1628,34.9,93,1,No Failure,10.5,5949.883263786
L,298.4,309.0,1474,52.7,95,1,No Failure,10.600000000000023,8134.609624449
M,298.4,309.0,1544,38.8,97,1,No Failure,10.600000000000023,6273.467306736
L,298.4,308.9,1391,48.4,100,1,No Failure,10.5,7050.194673521999
L,298.3,308.9,1348,55.5,102,1,No Failure,10.599999999999966,7834.50375057
M,298.3,308.8,1349,52.1,104,1,No Failure,10.5,7360.008068689501
L,298.4,308.9,1706,29.5,107,1,No Failure,10.5,5270.231109885
L,298.4,308.9,1638,32.4,109,1,No Failure,10.5,5557.603061555999
L,298.4,308.8,1458,40.1,111,1,No Failure,10.400000000000034,6122.524251879
L,298.5,308.9,1781,27.8,113,1,No Failure,10.399999999999977,5184.863565609
L,298.5,308.8,1332,59.1,115,1,No Failure,10.300000000000011,8243.664777306
M,298.4,308.7,1584,31.7,117,1,No Failure,10.300000000000011,5258.272113863999
L,298.4,308.6,1491,42.0,120,1,No Failure,10.200000000000045,6557.76049761
H,298.4,308.5,1398,47.1,122,1,No Failure,10.100000000000023,6895.356043779
L,298.3,308.4,1585,30.6,127,1,No Failure,10.099999999999966,5079.012837255
M,298.2,308.3,1476,43.5,129,1,No Failure,10.100000000000023,6723.63658953
L,298.2,308.3,1458,41.8,132,1,No Failure,10.100000000000023,6382.082636621999
M,298.2,308.4,1510,39.9,134,1,No Failure,10.199999999999989,6309.260518995
L,298.2,308.4,1388,53.8,137,1,No Failure,10.199999999999989,7819.884872772
L,298.2,308.3,2216,16.8,139,1,No Failure,10.100000000000023,3898.590814944
L,298.2,308.3,1402,51.0,141,1,No Failure,10.100000000000023,7487.671922009999
M,298.0,308.2,2090,19.0,143,1,No Failure,10.199999999999989,4158.42147105
L,298.0,308.2,1459,42.1,146,1,No Failure,10.199999999999989,6432.2957591445
M,298.0,308.1,1403,44.8,148,1,No Failure,10.100000000000023,6582.097368671999
L,298.1,308.2,1521,39.3,151,1,No Failure,10.099999999999966,6259.6547710515
L,298.2,308.2,1407,47.1,153,1,No Failure,10.0,6939.746747923499
M,298.1,308.2,1654,35.3,155,1,No Failure,10.099999999999966,6114.188559380999
L,298.2,308.4,1452,43.5,158,1,No Failure,10.199999999999989,6614.30916531
L,298.3,308.4,1528,37.3,160,1,No Failure,10.099999999999966,5968.439604371999
L,298.2,308.3,1230,59.6,162,1,No Failure,10.100000000000023,7676.79579954
L,298.2,308.2,1466,42.4,164,1,No Failure,10.0,6509.212419192
L,298.2,308.2,1478,50.1,166,1,No Failure,10.0,7754.267474289
L,298.2,308.3,2057,18.0,168,1,No Failure,10.100000000000023,3877.35364863
L,298.3,308.4,1490,41.7,170,1,No Failure,10.099999999999966,6506.552537415
L,298.3,308.4,1484,43.4,172,1,No Failure,10.099999999999966,6744.538652628
L,298.3,308.4,1593,37.0,174,1,No Failure,10.099999999999966,6172.287079455
L,298.3,308.3,1444,43.8,176,1,No Failure,10.0,6623.231288436
M,298.3,308.4,1444,47.5,178,1,No Failure,10.099999999999966,7182.72799545
M,298.2,308.3,1560,33.0,181,1,No Failure,10.100000000000023,5390.9729873999995
H,298.1,308.3,1530,42.0,184,1,No Failure,10.199999999999989,6729.2914562999995
L,298.2,308.4,1310,61.0,189,0,Overstrain Failure,10.199999999999989,8368.15562205
M,298.2,308.3,1639,33.3,191,1,No Failure,10.100000000000023,5715.4680922185
L,298.2,308.3,1400,48.7,194,1,No Failure,10.100000000000023,7139.7928959
M,298.3,308.4,1486,44.2,196,1,No Failure,10.099999999999966,6878.1191721059995
M,298.2,308.3,1448,43.3,199,1,No Failure,10.100000000000023,6565.761086891999
L,298.2,308.3,1688,32.0,202,1,No Failure,10.100000000000023,5656.54228608
M,298.1,308.3,1453,41.5,204,1,No Failure,10.199999999999989,6314.5488666225
L,298.2,308.4,1497,37.7,207,1,No Failure,10.199999999999989,5910.0583409595
L,298.2,308.4,1355,49.4,209,1,No Failure,10.199999999999989,7009.626240435
L,298.1,308.4,1592,38.2,211,1,No Failure,10.299999999999955,6368.469068472
L,298.0,308.3,1544,34.7,213,1,No Failure,10.300000000000011,5610.549369684
M,298.0,308.2,1373,51.2,215,1,No Failure,10.199999999999989,7361.547449088001
L,298.0,308.2,1365,52.9,218,0,Overstrain Failure,10.199999999999989,7561.656428917499
L,298.0,308.1,1877,24.3,0,1,No Failure,10.100000000000023,4776.3832172805
L,297.9,308.1,1531,40.8,2,1,No Failure,10.200000000000045,6541.298552124
L,297.9,308.0,1501,36.7,4,1,No Failure,10.100000000000023,5768.6657277585
L,297.9,308.0,1490,46.2,6,1,No Failure,10.100000000000023,7208.69849469
M,297.8,307.8,1543,43.7,8,1,No Failure,10.0,7061.158831870501
L,297.8,307.8,1597,38.2,11,1,No Failure,10.0,6388.470541677
H,297.8,307.9,1600,33.5,13,1,No Failure,10.099999999999966,5612.978868
M,297.8,307.8,1622,32.1,18,1,No Failure,10.0,5452.359707781
L,297.8,307.8,1452,39.8,21,1,No Failure,10.0,6051.7127535479995
L,297.8,307.8,1396,42.5,23,1,No Failure,10.0,6213.02306415
L,297.8,307.7,1505,39.7,25,1,No Failure,9.899999999999977,6256.848281617501
L,297.8,307.8,1412,48.3,27,1,No Failure,10.0,7141.845403097999
L,297.8,307.7,1393,38.0,29,1,No Failure,9.899999999999977,5543.23551117
L,297.7,307.7,1581,34.9,31,1,No Failure,10.0,5778.111449659499
L,297.8,307.8,1573,37.9,33,1,No Failure,10.0,6243.0462179085
M,297.8,307.9,1726,27.3,35,1,No Failure,10.099999999999966,4934.373911649001
M,297.9,307.9,1540,39.8,38,1,No Failure,10.0,6418.483223459999
L,297.9,308.0,1296,62.9,41,1,No Failure,10.100000000000023,8536.586875992
M,297.8,307.9,1802,25.8,43,1,No Failure,10.099999999999966,4868.588961558
L,297.8,307.9,1447,48.6,46,1,No Failure,10.099999999999966,7364.332994570999
H,297.8,307.8,1662,30.7,48,1,No Failure,10.0,5343.157947267
L,297.8,307.8,1563,34.3,53,1,No Failure,10.0,5614.120313329499
L,297.9,307.8,1286,59.5,55,1,No Failure,9.900000000000034,8012.8414933349995
L,297.9,307.7,1590,34.6,57,1,No Failure,9.800000000000011,5761.05260157
L,297.9,307.7,1492,43.7,59,1,No Failure,9.800000000000011,6827.769913902
L,297.7,307.6,1844,21.9,61,1,No Failure,9.900000000000034,4228.960698018
H,297.7,307.6,1538,38.3,63,1,No Failure,9.900000000000034,6168.559056177
L,297.7,307.6,1921,22.9,68,1,No Failure,9.900000000000034,4606.716270229499
M,297.8,307.8,1310,57.9,70,1,No Failure,10.0,7942.888696995
L,297.9,307.8,1365,46.9,73,1,No Failure,9.900000000000034,6704.0016354675
M,297.9,307.8,1303,59.3,75,1,No Failure,9.900000000000034,8091.475557364499
L,297.9,307.8,1499,37.5,78,1,No Failure,9.900000000000034,5886.5592279375
L,297.9,307.8,1451,38.2,80,1,No Failure,9.900000000000034,5804.427524091
M,297.9,307.9,1336,54.4,82,1,No Failure,10.0,7610.864241791999
L,297.9,307.9,1412,44.5,85,1,No Failure,10.0,6579.96108567
L,298.0,308.0,1433,39.2,87,1,No Failure,10.0,5882.485629468
L,297.9,307.9,1426,43.6,89,1,No Failure,10.0,6510.804159468
L,297.9,307.9,1476,45.2,91,1,No Failure,10.0,6986.3993987759995
H,297.9,307.9,1406,58.5,93,1,No Failure,10.0,8613.304568505
L,297.8,307.8,1383,56.5,98,1,No Failure,10.0,8182.7492958225
L,297.9,307.8,1505,37.3,100,1,No Failure,9.900000000000034,5878.6005265574995
L,297.9,307.8,1665,33.9,102,1,No Failure,9.900000000000034,5910.7494913425
L,297.9,307.8,1397,45.0,104,1,No Failure,9.900000000000034,6583.207398075
M,297.9,307.8,1450,43.5,106,1,No Failure,9.900000000000034,6605.198546625
L,298.0,307.8,1567,36.4,109,1,No Failure,9.800000000000011,5973.089161493999
M,298.0,308.0,1555,37.0,111,1,No Failure,10.0,6025.051103925
H,298.0,307.8,1588,35.4,114,1,No Failure,9.800000000000011,5886.841971276
L,298.0,307.8,1453,37.7,119,1,No Failure,9.800000000000011,5736.3492113655
L,298.0,307.8,1622,33.3,121,1,No Failure,9.800000000000011,5656.186238913
L,297.9,307.8,1538,38.5,123,1,No Failure,9.900000000000034,6200.770852815
M,297.9,307.7,1527,42.8,125,1,No Failure,9.800000000000011,6844.022419878
L,297.8,307.8,1761,28.9,128,1,No Failure,10.0,5329.492019239499
L,297.9,307.8,1373,50.2,130,1,No Failure,9.900000000000034,7217.7672254730005
H,298.0,307.9,1482,37.8,132,1,No Failure,9.899999999999977,5866.358787198
M,298.0,307.9,1417,51.0,137,1,No Failure,9.899999999999977,7567.782534585
L,298.0,307.8,1414,51.7,140,1,No Failure,9.800000000000011,7655.412025569
H,297.9,307.8,1635,34.0,142,1,No Failure,9.900000000000034,5821.37118045
L,298.0,307.8,1386,57.3,147,1,No Failure,9.800000000000011,8316.612558639
L,298.2,308.1,1379,62.3,149,1,No Failure,9.900000000000034,8996.652175633499
M,298.2,308.0,1577,35.9,151,1,No Failure,9.800000000000011,5928.635625496499
L,298.2,308.1,1532,42.5,154,1,No Failure,9.900000000000034,6818.30324805
M,298.1,308.0,1374,48.8,156,1,No Failure,9.899999999999977,7021.585236456
H,298.1,308.0,1570,35.3,159,1,No Failure,9.899999999999977,5803.673541854999
L,298.1,308.0,1697,31.0,164,1,No Failure,9.899999999999977,5508.992151285
L,298.2,308.0,1499,44.1,166,1,No Failure,9.800000000000011,6922.593652054501
M,298.2,308.0,1411,47.2,168,1,No Failure,9.800000000000011,6974.251907196
H,298.2,307.9,1462,45.5,171,1,No Failure,9.699999999999989,6966.062822355
M,298.1,307.9,1759,28.6,176,1,No Failure,9.799999999999955,5268.178602687
L,298.2,308.0,1535,38.0,179,1,No Failure,9.800000000000011,6108.30330915
H,298.2,307.9,1491,39.7,181,1,No Failure,9.699999999999989,6198.645041788501
L,298.2,307.9,1551,36.0,186,1,No Failure,9.699999999999989,5847.13224018
L,298.2,307.9,1769,27.2,188,1,No Failure,9.699999999999989,5038.779507384
L,298.2,307.9,1551,34.1,190,1,No Failure,9.699999999999989,5538.533594170501
L,298.2,307.9,1544,31.4,192,1,No Failure,9.699999999999989,5076.981274008
L,298.2,307.8,1528,31.1,194,1,No Failure,9.600000000000023,4976.366533404001
L,298.1,307.9,1614,35.8,196,1,No Failure,9.799999999999955,6050.833107605999
L,298.1,307.8,1432,49.8,198,1,No Failure,9.699999999999989,7467.942720167999
M,298.1,307.8,1384,43.7,200,1,No Failure,9.699999999999989,6333.534558204
L,298.1,307.8,1540,37.8,203,1,No Failure,9.699999999999989,6095.946378059999
L,298.0,307.7,1407,43.9,205,1,No Failure,9.699999999999989,6468.2565230115
H,297.9,307.6,1418,43.0,207,1,No Failure,9.700000000000045,6385.182341369999
M,297.9,307.5,1647,30.8,212,1,No Failure,9.600000000000023,5312.181843738
L,298.0,307.5,1644,32.8,215,1,No Failure,9.5,5646.824292816
L,298.0,307.5,1792,27.9,217,1,No Failure,9.5,5235.652646783999
M,297.9,307.4,1610,34.6,219,1,No Failure,9.5,5833.51867203
M,297.8,307.3,1804,26.0,222,1,No Failure,9.5,4911.77538852
H,297.9,307.4,1604,36.1,225,0,Tool Wear Failure,9.5,6063.734581422
M,297.9,307.4,1403,52.8,0,1,No Failure,9.5,7757.471898792
L,297.8,307.3,1438,44.5,3,1,No Failure,9.5,6701.121842205
L,297.9,307.3,1824,26.3,5,1,No Failure,9.400000000000034,5023.532311056
H,297.9,307.3,1663,28.7,7,1,No Failure,9.400000000000034,4998.074938615499
L,297.9,307.3,1502,36.7,12,1,No Failure,9.400000000000034,5772.508942767
L,297.9,307.4,1606,35.5,14,1,No Failure,9.5,5970.387391815
L,297.9,307.5,1561,37.7,16,1,No Failure,9.600000000000023,6162.7261658235
M,297.9,307.4,1435,42.9,18,1,No Failure,9.5,6446.7051974324995
L,297.9,307.5,1602,38.3,21,1,No Failure,9.600000000000023,6425.248119633
M,298.1,307.6,1764,27.7,23,1,No Failure,9.5,5116.900444614
H,298.0,307.5,1683,27.8,26,1,No Failure,9.5,4899.565065087
L,298.0,307.5,1618,35.2,31,1,No Failure,9.5,5964.167038368
L,298.0,307.6,1509,41.6,33,1,No Failure,9.600000000000023,6573.719788272
L,297.9,307.6,1550,39.0,35,1,No Failure,9.700000000000045,6330.30918975
M,297.9,307.6,1519,44.0,37,1,No Failure,9.700000000000045,6999.04954518
L,297.9,307.6,1481,38.0,40,1,No Failure,9.700000000000045,5893.418371889999
L,298.1,307.7,1289,48.3,42,1,No Failure,9.599999999999966,6519.7158106185
M,298.0,307.6,1844,23.8,44,1,No Failure,9.600000000000023,4595.856831636001
